start_time,end_time,value,label,kpi_id
1565668800,1565672400,3807,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565672400,1565676000,3534,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565676000,1565679600,3551,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565679600,1565683200,3674,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565683200,1565686800,3853,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565686800,1565690400,4170,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565690400,1565694000,4577,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565694000,1565697600,3591,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565697600,1565701200,2382,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565701200,1565704800,1935,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565704800,1565708400,1663,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565708400,1565712000,1108,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565712000,1565715600,603,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565715600,1565719200,327,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565719200,1565722800,196,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565722800,1565726400,124,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565726400,1565730000,106,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565730000,1565733600,115,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565733600,1565737200,225,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565737200,1565740800,512,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565740800,1565744400,1084,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565744400,1565748000,2013,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565748000,1565751600,2877,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565751600,1565755200,3321,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565755200,1565758800,3534,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565758800,1565762400,3567,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565762400,1565766000,3221,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
